aod440,aod870,eae,rri440,rri440_sub,rri440_sob,eae_sub,eae_sob,aod440_sub,aod440_sob,class,class_00,class_01,class_10,class_11,class_code
0.6413976341463413,0.1918045853658537,1.733961487804878,1.471666666666667,1.4316666666666669,1.511666666666667,1.6541372481872212,1.8137857274225346,0.6313976341463413,0.6513976341463413,9,9,9,9,9,NC
0.5598818372093023,0.1583317674418604,1.844574720930232,1.5276,1.4876,1.5676,1.7482953335500258,1.940854108310438,0.5498818372093023,0.5698818372093023,9,9,9,9,9,NC
0.9000140833333332,0.2363861891891892,1.956980621621621,1.50295,1.46295,1.54295,1.8928215098000647,2.021139733443177,0.8900140833333332,0.9100140833333332,9,9,9,9,9,NC
0.8883661199999997,0.2561576923076924,1.823808307692308,1.5317,1.4917,1.5717,1.7631187173822704,1.8844978980023455,0.8783661199999997,0.8983661199999997,9,9,9,9,9,NC
1.228544333333333,0.3206048,1.9715403,1.4697,1.4297,1.5097,1.9242544471543561,2.018826152845644,1.218544333333333,1.238544333333333,9,9,9,9,9,NC
2.447663461538462,0.6190228749999998,2.006909375,1.48045,1.44045,1.52045,1.9824665764516263,2.0313521735483744,2.4376634615384623,2.457663461538462,9,9,9,9,9,NC
2.530002,0.7806826499999999,1.6946941,1.502433333333333,1.462433333333333,1.542433333333333,1.6750301763669535,1.7143580236330465,2.5200020000000003,2.540002,9,9,9,9,9,NC
0.5218258095238093,0.1760647619047619,1.587669476190476,1.359,1.319,1.399,1.499698746721718,1.6756402056592339,0.5118258095238093,0.5318258095238093,7,9,9,7,7,UI
0.2132374,0.08312440000000001,1.3924768,1.513,1.4729999999999999,1.553,1.2007282946184747,1.5842253053815254,0.20323739999999998,0.2232374,3,3,9,3,9,BB
0.5571212631578947,0.1672288421052631,1.760521657894737,1.48845,1.44845,1.52845,1.6687183702169313,1.8523249455725426,0.5471212631578947,0.5671212631578947,9,9,9,9,9,NC
0.6110338947368421,0.210453052631579,1.570423421052632,1.5162,1.4762,1.5562,1.4967039596766563,1.6441428824286077,0.6010338947368421,0.6210338947368421,9,3,9,3,9,NC
0.5834095882352941,0.2230947647058824,1.435154735294118,1.4997,1.4597,1.5397,1.3645413407073572,1.505768129880879,0.5734095882352941,0.5934095882352941,3,3,9,3,9,BB
0.5897089285714285,0.1988686428571429,1.604192821428571,1.4453,1.4053,1.4853,1.526350161256922,1.68203548160022,0.5797089285714285,0.5997089285714285,9,7,7,9,9,NC
0.6855642727272726,0.217444303030303,1.686301575757576,1.5076,1.4676,1.5476,1.614394843336954,1.7582083081781983,0.6755642727272726,0.6955642727272726,9,9,9,9,9,NC
0.553365,0.1821377777777778,1.633890222222222,1.3581,1.3181,1.3981000000000001,1.5491029219917476,1.7186775224526964,0.543365,0.563365,7,9,9,7,7,UI
0.5379500303030303,0.1843562727272727,1.580725848484849,1.3779,1.3378999999999999,1.4179,1.4959008206469606,1.6655508763227374,0.5279500303030303,0.5479500303030304,7,9,9,7,7,UI
1.25626825,0.56586,1.17657025,1.3768,1.3368,1.4168,1.1481388486368527,1.2050016513631472,1.24626825,1.26626825,7,9,9,7,7,UI
