aod440,aod870,eae,eae_sub,eae_sob,aod440_sub,aod440_sob,class,class_00,class_01,class_10,class_11,class_code
0.1615345,0.078592,1.0725375,0.8610733990491412,1.2840016009508588,0.1515345,0.1715345,4,4,3,4,3,MDM
0.09349199999999998,0.04395706666666667,1.141845066666667,0.7497410028415534,1.5339491304917807,0.08349199999999998,0.10349199999999997,3,4,3,4,3,BB
0.09636553333333334,0.05078613333333333,0.9693087333333332,0.6294729415763154,1.309144525090351,0.08636553333333334,0.10636553333333333,4,4,3,4,3,MDM
0.1671064444444444,0.117073,0.5592161111111111,0.40509452704796123,0.713337695174261,0.15710644444444438,0.1771064444444444,4,4,4,4,4,MDM
0.09876270000000001,0.0459528,1.151481,0.7771055446407356,1.5258564553592644,0.08876270000000001,0.1087627,3,4,3,4,3,BB
0.1053866428571429,0.05125271428571428,1.087035,0.7514622153696011,1.4226077846303988,0.0953866428571429,0.1153866428571429,4,4,3,4,3,MDM
0.1193545882352941,0.07073100000000002,0.838927588235294,0.5903884347896009,1.0874667416809871,0.1093545882352941,0.1293545882352941,4,4,4,4,4,MDM
0.09267929411764704,0.0680565294117647,0.5957071176470589,0.3156786183310634,0.8757356169630544,0.08267929411764705,0.10267929411764704,4,4,4,4,4,MDM
0.07878720000000002,0.0354454,1.2179338,0.7185022599936475,1.7173653400063524,0.06878720000000002,0.08878720000000001,2,1,2,4,3,MUIBB
0.042212,0.020612,1.133121,,,0.032212,0.052212,2,4,4,4,4,MUIBB
0.09114183333333332,0.042943,1.151687666666667,0.7559481384833089,1.5474271948500253,0.08114183333333333,0.10114183333333332,3,4,3,4,3,BB
0.1033422,0.063445,0.8111215333333334,0.5289898868716272,1.0932531797950396,0.0933422,0.11334219999999999,4,4,4,4,4,MDM
0.1044438461538462,0.05510323076923077,0.9685384615384616,0.6583401117288097,1.2787368113481135,0.09444384615384621,0.1144438461538462,4,4,3,4,3,MDM
0.1121035714285714,0.05607971428571429,1.060229857142857,0.7571689720536627,1.3632907422320513,0.1021035714285714,0.1221035714285714,4,4,3,4,3,MDM
0.05063691666666666,0.03904541666666666,0.43861525,0.0,0.9748980798804308,0.04063691666666666,0.060636916666666665,1,1,1,1,1,M
0.043561,0.02215883333333334,1.067389111111111,,,0.033561,0.053561000000000004,1,4,4,4,4,M
0.0590715,0.03667983333333334,0.778235,,,0.0490715,0.0690715,1,4,4,4,4,M
0.03942685714285714,0.03171257142857143,0.4162194285714286,,,0.029426857142857137,0.04942685714285714,1,4,4,4,4,M
0.0648651875,0.04706,0.5376935625,0.12586559109012707,0.9495215339098729,0.0548651875,0.0748651875,1,1,1,1,1,M
0.05016975,0.0286335,0.8894027499999999,,,0.04016975,0.06016975,1,4,4,4,4,M
0.06905819999999999,0.0366964,0.9748889999999999,,,0.059058199999999984,0.07905819999999998,1,4,4,4,4,M
3.118344818181818,0.913993607142857,1.910425571428572,1.8937012516233995,1.9271498912337446,3.108344818181818,3.1283448181818176,3,3,3,3,3,BB
3.449617533333334,1.039070266666667,1.758945266666667,1.7440093641575807,1.7738811691757532,3.439617533333334,3.4596175333333337,3,3,3,3,3,BB
1.1556265,0.3625338,1.709764,1.6673577678292852,1.7521702321707149,1.1456264999999999,1.1656265,3,3,3,3,3,BB
3.148937214285714,0.8086199999999999,1.896709172413793,1.8775978285145918,1.9158205163129942,3.1389372142857144,3.158937214285714,3,3,3,3,3,BB
2.246037552631579,0.6553509787234043,1.823584829787233,1.8002683443541418,1.8469013152203242,2.236037552631579,2.256037552631579,3,3,3,3,3,BB
2.846480043478261,0.9292821200000002,1.63532244,1.6187174388754155,1.6519274411245843,2.8364800434782613,2.856480043478261,3,3,3,3,3,BB
1.872615458333333,0.5272626666666668,1.860205833333333,1.8313033790532969,1.889108287613369,1.862615458333333,1.882615458333333,3,3,3,3,3,BB
1.443462857142857,0.4133138571428572,1.828689714285714,1.7917727377199126,1.8656066908515152,1.433462857142857,1.453462857142857,3,3,3,3,3,BB
0.7860772857142857,0.2285684761904762,1.812126285714286,1.7444410055752568,1.879811565853315,0.7760772857142857,0.7960772857142857,3,3,3,3,3,BB
1.336335181818182,0.4041778787878788,1.754093909090909,1.716177274522127,1.7920105436596907,1.3263351818181819,1.346335181818182,3,3,3,3,3,BB
1.625966875,0.499975625,1.725437,1.6946817924602757,1.7561922075397245,1.615966875,1.635966875,3,3,3,3,3,BB
0.3787632857142857,0.127027,1.606040714285714,1.482310517288947,1.729770911282481,0.3687632857142857,0.3887632857142857,3,3,3,3,3,BB
0.30265285,0.14601155,1.07121395,0.9577665635037066,1.1846613364962932,0.29265284999999996,0.31265285,4,4,3,4,3,MDM
0.828952135135135,0.256092945945946,1.725874837837838,1.66592446778214,1.7858252078935357,0.818952135135135,0.838952135135135,3,3,3,3,3,BB
0.8771370000000001,0.297745,1.5869045,1.53487710492218,1.6389318950778198,0.867137,0.8871370000000001,3,3,3,3,3,BB
0.881206375,0.281861,1.67051675,1.6158766281841574,1.7251568718158425,0.871206375,0.891206375,3,3,3,3,3,BB
1.8555131,1.167639909090909,1.097982909090909,1.083139695176406,1.112826123005412,1.8455131,1.8655131,4,4,4,4,4,MDM
0.4741737567567568,0.1643118918918919,1.553691162162163,1.4592089525076983,1.6481733718166276,0.4641737567567568,0.48417375675675683,3,3,3,3,3,BB
0.5068902162162163,0.1694592972972973,1.607104027027028,1.5158323805378384,1.6983756735162177,0.4968902162162163,0.5168902162162163,3,3,3,3,3,BB
0.7566357222222222,0.2871495555555555,1.423074333333333,1.3680888040512496,1.4780598626154167,0.7466357222222222,0.7666357222222222,3,3,3,3,3,BB
0.6822063846153845,0.2283234615384616,1.604158769230769,1.5355958851225515,1.6727216533389866,0.6722063846153845,0.6922063846153845,3,3,3,3,3,BB
0.6869046,0.2271534,1.6230634,1.5546356571917577,1.6914911428082422,0.6769046,0.6969046,3,3,3,3,3,BB
0.7935653333333335,0.2501775,1.693767666666667,1.632289338355007,1.755245994978327,0.7835653333333334,0.8035653333333335,3,3,3,3,3,BB
0.6698070714285717,0.2632999285714286,1.411742,1.3518807090379377,1.4716032909620624,0.6598070714285716,0.6798070714285717,3,3,3,3,3,BB
0.7211485,0.2660560714285715,1.459829571428572,1.4010627284103876,1.5185964144467565,0.7111485,0.7311485,3,3,3,3,3,BB
0.3880865882352941,0.1473286764705882,1.423376294117647,1.3158855249090369,1.5308670633262573,0.3780865882352941,0.39808658823529414,3,3,3,3,3,BB
0.4233217714285715,0.1429987428571429,1.591242457142857,1.4829678236515833,1.6995170906341306,0.4133217714285715,0.43332177142857153,3,3,3,3,3,BB
0.7465058,0.2581162,1.5631054,1.5029738785644606,1.6232369214355393,0.7365058,0.7565058,3,3,3,3,3,BB
0.5781874285714286,0.2089287142857143,1.500503285714286,1.4253863571981418,1.57562021423043,0.5681874285714286,0.5881874285714286,3,3,3,3,3,BB
0.8826666249999999,0.30650575,1.566399,1.515737482090416,1.6170605179095843,0.8726666249999999,0.8926666249999999,3,3,3,3,3,BB
0.462503,0.145009,1.705693,1.5966868490852473,1.8146991509147525,0.452503,0.472503,3,3,3,3,3,BB
0.6109636382978725,0.1823427234042553,1.769318276595745,1.6853655140921067,1.8532710390993832,0.6009636382978725,0.6209636382978725,3,3,3,3,3,BB
0.4875804583333332,0.157641625,1.661013291666666,1.5632190740513467,1.7588075092819853,0.4775804583333332,0.4975804583333332,3,3,3,3,3,BB
0.877821,0.427047,1.057565,1.0191857662040344,1.0959442337959657,0.867821,0.887821,4,4,4,4,4,MDM
0.397121,0.14846,1.449252,1.342856538321983,1.555647461678017,0.387121,0.407121,3,3,3,3,3,BB
0.4609157692307692,0.2521841538461538,1.192489615384615,1.1261853097902983,1.2587939209789316,0.4509157692307692,0.4709157692307692,3,4,3,4,3,BB
0.1491310769230769,0.06348584615384614,1.279512692307692,1.0268779994261672,1.532147385189217,0.13913107692307689,0.1591310769230769,3,4,3,4,3,BB
0.209567,0.07844075,1.457700875,1.251893859309068,1.663507890690932,0.199567,0.219567,3,3,3,3,3,BB
0.325218,0.1452551764705882,1.207831882352941,1.0972303760321345,1.3184333886737476,0.315218,0.335218,3,4,3,4,3,BB
0.4820485,0.2373095,1.0431735,0.9740077805399056,1.1123392194600945,0.4720485,0.4920485,4,4,4,4,4,MDM
0.3851998888888888,0.1648291111111111,1.251457111111111,1.1539904972294222,1.3489237249927999,0.3751998888888888,0.3951998888888888,3,3,3,3,3,BB
0.116541945945946,0.05874172972972976,1.04552654054054,0.7490132983205009,1.3420397827605792,0.106541945945946,0.126541945945946,4,4,3,4,3,MDM
0.27393,0.14037525,1.061270875,0.9431904254180596,1.1793513245819403,0.26393,0.28393,4,4,3,4,3,MDM
0.3349095,0.12482825,1.47857575,1.3531666569789533,1.6039848430210468,0.3249095,0.34490950000000004,3,3,3,3,3,BB
